"SAKURA",MASTER,1090
"We Gonna Journey",MASTER,1350
"Paqqin",MASTER,1310
"閃鋼のブリューナク",MASTER,1390
"神威",MASTER,1430
"Maqrite",MASTER,1360
"Sword of Secret",MASTER,1340
"Everlasting Today",MASTER,1410
"初音ミクの激唱",MASTER,1390
"ヒビカセ",MASTER,1210
"グリーンライツ・セレナーデ",MASTER,1250
"Bad Apple!! feat.nomico",MASTER,1250
"ナイト・オブ・ナイツ",MASTER,1260
"幻想のサテライト",MASTER,1290
"Grip & Break down !!",MASTER,1200
"GAME IS LIFE",MASTER,1280
"ぼくらの16bit戦争",MASTER,1370
"oboro",MASTER,1290
"GranFatalité",MASTER,1250
"Äventyr",MASTER,1280
"7thSense",MASTER,1400
"Energy Booster ～ 上海紅茶館",MASTER,1270
"アクアテラリウム",MASTER,1200
"四次元跳躍機関",MASTER,1260
"れみりあ☆デスティニー",MASTER,1270
"sweet little sister",MASTER,1300
"Destiny Runner",MASTER,1360
"最終鬼畜妹フランドール・Ｓ",MASTER,1360
"砂の惑星 feat. HATSUNE MIKU",MASTER,1230
"ゴーストルール",MASTER,1220
"ブリキノダンス",MASTER,1170
"今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～",MASTER,1340
"Kattobi KEIKYU Rider",MASTER,1350
"エンドマークに希望と涙を添えて",MASTER,1420
"Dazzle hop",MASTER,1420
"YURUSHITE",MASTER,1470
"TOMORROW",MASTER,1190
"カミサマネジマキ",MASTER,1380
"いーあるふぁんくらぶ",MASTER,1190
"幸せになれる隠しコマンドがあるらしい",MASTER,1320
"チュルリラ・チュルリラ・ダッダッダ！",MASTER,1280
"Red Battle",MASTER,1260
"わたし音頭",MASTER,1140
"連れ去って・閉じ込めて・好きにして",MASTER,1090
"GOODRAGE",MASTER,1400
"Dragoon",MASTER,1270
"月に叢雲華に風",MASTER,1240
"CiRCLING",MASTER,1200
"Hey-day狂騒曲（カプリチオ）",MASTER,1230
"ゆら・ゆらRing-Dong-Dance",MASTER,1210
"Opera of the wasteland",MASTER,1300
"ゴーカ！ごーかい！？ファントムシーフ！",MASTER,1310
"怒槌",MASTER,1450
"混沌を越えし我らが神聖なる調律主を讃えよ",MASTER,1440
"Opfer",MASTER,1490
"Titania",MASTER,1490
"God knows...",MASTER,1300
"HARMONIZE",MASTER,1230
"STEP by STEP UP↑↑↑↑",MASTER,1250
"secret base ～君がくれたもの～ (10 years after Ver.)",MASTER,1150
"Link of Destiny",MASTER,1240
"Love is MY RAIL",MASTER,1230
"Link with U",MASTER,1280
"こころここから",MASTER,1240
"ロボットプラネットユートピア",MASTER,1330
"時の冒険者",MASTER,1300
"Redo",MASTER,1250
"Jump！！ Jump！！ Jump！！",MASTER,1270
"TAKE ON THE WORLD",MASTER,1330
"Grand symphony",MASTER,1240
"TeA",MASTER,1290
"流星",MASTER,1230
"fulgente",MASTER,1290
"sister’s noise",MASTER,1210
"超電磁少女Days",MASTER,1250
"ですのっ！White ＆ Black",MASTER,1270
"ヒバナ",MASTER,1270
"ロキ",MASTER,1280
"クイーンオブハート",MASTER,1380
"Calamity Fortune",MASTER,1380
"本能的 Survivor",MASTER,1290
"MEGATON BLAST",MASTER,1460
"アンハッピーリフレイン",MASTER,1300
"DAYBREAK FRONTLINE",MASTER,1300
"only my railgun",MASTER,1210
"カンペキWill",MASTER,1160
"初音ミクの消失",MASTER,1370
"炉心融解",MASTER,1240
"星屑ユートピア",MASTER,1300
"Tell Your World",MASTER,1170
"からくりピエロ",MASTER,1280
"＊ハロー、プラネット。",MASTER,1200
"Cream＋Mint",MASTER,1110
"Kiss Me Kiss",MASTER,1270
"Death Doll",MASTER,1370
"Chelly spLash♪♪",MASTER,1350
"オンゲキ全域★アカネサマ？",MASTER,1340
"Lost Princess",MASTER,1180
"アリサのテーマ",MASTER,1360
"極上スマイル",MASTER,1160
"High Free Spirits",MASTER,1240
"Paradise Lost",MASTER,1230
"Connecting Happy！！",MASTER,1240
"シャルル",MASTER,1200
"メニメニマニマニ",MASTER,1310
"ネ！コ！",MASTER,1270
"めんどーい！やっほーい！ともだち！",MASTER,1270
"BOUNCE ＆ DANCE",MASTER,1330
"心　",MASTER,1440
"終わりの先の音節",MASTER,1340
"Sentimental Snow",MASTER,1190
"エピクロスの虹はもう見えない",MASTER,1350
"進捗どうですか？",MASTER,1260
"東方妖々夢 ～the maximum moving about～",MASTER,1270
"寒想桜",MASTER,1210
"妖狐仙楽踏",MASTER,1330
"Necro Fantasia",MASTER,1290
"Colors",MASTER,1210
"櫻結び",MASTER,1230
"Melody！",MASTER,1250
"Scream out！ -音華鏡 Re：BREAK-",MASTER,1340
"conflict",MASTER,1370
"UTAKATA",MASTER,1300
"Rule the World！！",MASTER,1270
"どうぶつ☆パラダイス",MASTER,1230
"Y.Y.Y.計画！！！！",MASTER,1250
"fantastic dreamer",MASTER,1240
"DreamRiser",MASTER,1180
"Rising Hope",MASTER,1300
"Hand in Hand",MASTER,1270
"39　",MASTER,1220
"メルト",MASTER,1190
"Starring Stars",MASTER,1250
"Viyella’s Tears",MASTER,1480
"Garakuta Doll Play",MASTER,1410
"The wheel to the right",MASTER,1390
"Aenbharr",MASTER,1430
"ω4",MASTER,1490
"チルノのパーフェクトさんすう教室",MASTER,1260
"光線チューニング",MASTER,1270
"ドーナツホール",MASTER,1310
"人生リセットボタン",MASTER,1350
"妄想感傷代償連盟",MASTER,1220
"最強 the サマータイム！！！！！",MASTER,1240
"まっすぐ→→→ストリーム！",MASTER,1280
"徒花ネクロマンシー",MASTER,1260
"ADAMAS",MASTER,1310
"GO！ GO！ MANIAC",MASTER,1350
"Touch and Go",MASTER,1340
"Baqeela",MASTER,1390
"トリドリ⇒モリモリ！Lovely fruits☆",MASTER,1230
"ダンスロボットダンス",MASTER,1280
"ギガンティックO.T.N",MASTER,1370
"FREEDOM DiVE （tpz Overcute Remix）",MASTER,1420
"Lazy Addiction",MASTER,1380
"夜明けのストリング",MASTER,1210
"Preserved Roses",MASTER,1240
"The Everlasting Guilty Crown",MASTER,1270
"快晴",MASTER,1230
"サマータイムレコード",MASTER,1200
"Desperado Waltz",MASTER,1430
"Doll’s Destiny",MASTER,1280
"Star Divine",MASTER,1240
"ブレス・ユア・ブレス",MASTER,1180
"METEOR",MASTER,1250
"サドマミホリック",MASTER,1370
"患部で止まってすぐ溶ける～狂気の優曇華院",MASTER,1330
"星のダイアローグ",MASTER,1170
"永遠メモリー",MASTER,1240
"Hello，Morning",MASTER,1270
"人類みなセンパイ！",MASTER,1260
"透明声彩",MASTER,1240
"ウサテイ",MASTER,1320
"全力ハッピーライフ",MASTER,1340
"レプリカの恋",MASTER,1220
"Help me，ERINNNNNN！！",MASTER,1280
"銀のめぐり",MASTER,1320
"MAKING！ハイタッチ！",MASTER,1290
"GEOMETRIC DANCE",MASTER,1450
"インビジブル",MASTER,1370
"未来の彼方",MASTER,1250
"青春サイダー",MASTER,1300
"Petit Etoile",MASTER,1340
"Imperishable Night 2006（2016 Refine）",MASTER,1380
"彗星ハネムーン",MASTER,1250
"メーベル（self cover）",MASTER,1190
"ポケットからぬりつぶせ！",MASTER,1230
"Mini skirt",MASTER,1390
"HONEY-Q",MASTER,1380
"ナイト・オブ・ナイツ（Cranky Remix）",MASTER,1350
"SILENT BLUE",MASTER,1410
"World Vanquisher",MASTER,1450
"スタートライン",MASTER,1230
"お願い☆My Boy",MASTER,1160
"星屑☆シーカー",MASTER,1260
"感情アクセラレイション",MASTER,1280
"A Man In The Mirror",MASTER,1480
"デリヘル呼んだら君が来た",MASTER,1300
"Girls Talk！！",MASTER,1280
"セカイのヒミツ",MASTER,1230
"ただ君に晴れ",MASTER,1220
"裏表ラバーズ",MASTER,1390
"LEVEL5-judgelight-",MASTER,1240
"フィクサー",MASTER,1310
"こどものしくみ",MASTER,1320
"トーキョーゲットー",MASTER,1300
"Let’s Starry Party！",MASTER,1300
"Snow Fairy Story",MASTER,1190
"白い雪のプリンセスは",MASTER,1270
"ジングルベル",MASTER,1400
"Heart Cooking Recipe",MASTER,1290
"Honey Bear",MASTER,1360
"Change Our MIRAI！ （Our 7 Lights）",MASTER,1280
"ライトスピード・デイズ",MASTER,1320
"猫祭り",MASTER,1280
"My Soul，Your Beats！",MASTER,1250
"愛言葉Ⅲ",MASTER,1270
"セツナトリップ",MASTER,1330
"ECHO",MASTER,1300
"ヒトリボッチサテライト",MASTER,1450
"Good bye，Merry-Go-Round.",MASTER,1490
"INSIDE IDENTITY",MASTER,1280
"Brave Song",MASTER,1150
"Crow Song",MASTER,1270
"地球最後の告白を",MASTER,1360
"Radiance",MASTER,1360
"Duello",MASTER,1380
"folern",MASTER,1430
"Doll Judgment",MASTER,1370
"しゅわスパ大作戦☆",MASTER,1300
"shake it！",MASTER,1270
"おねがいダーリン",MASTER,1280
"BOKUTO",MASTER,1370
"STARTLINER",EXPERT,870
"Perfect Shining!!",EXPERT,800
"君の知らない物語",EXPERT,770
"シュガーソングとビターステップ",EXPERT,770
"檄!帝国華撃団",EXPERT,770
"回レ！雪月花",EXPERT,900
"ＧＯ！ＧＯ！ラブリズム♥",EXPERT,900
"みんな Happy!!",EXPERT,870
"ようこそジャパリパークへ",EXPERT,800
"ファッとして桃源郷",EXPERT,800
"かくしん的☆めたまるふぉ～ぜっ!",EXPERT,800
"脳漿炸裂ガール",EXPERT,1000
"Oshama Scramble!",EXPERT,1020
"Zest of Blue",EXPERT,970
"This game",EXPERT,870
"Los! Los! Los!",EXPERT,870
"SAVIOR OF SONG",EXPERT,800
"心象蜃気楼",EXPERT,870
"The Formula",EXPERT,970
"Here We Go",EXPERT,900
"Mare Maris",EXPERT,900
"Hyper Active",EXPERT,1120
"Brain Power",EXPERT,970
"Halcyon",EXPERT,1100
"Dolphika",EXPERT,1070
"P！P！P！P！がおー!!",EXPERT,1070
"天ノ弱",EXPERT,900
"おこちゃま戦争",EXPERT,900
"六兆年と一夜物語",EXPERT,900
"タテマエと本心の大乱闘",EXPERT,970
"千本桜",EXPERT,800
"オモイヨシノ",EXPERT,900
"天火明命",EXPERT,970
"Cyberozar",EXPERT,1000
"AMAZING MIGHTYYYY!!!!",EXPERT,1070
"Ai Nov",EXPERT,1100
"キミノヨゾラ哨戒班",EXPERT,900
"Gate of Doom",EXPERT,1100
"ロッキンピンクモンスター",EXPERT,1080
"木彫り鯰と右肩ゾンビ",EXPERT,970
"鬼KYOKAN",EXPERT,1050
"ブツメツビーターズ",EXPERT,990
"ときめきエクスペリエンス！",EXPERT,800
"That Is How I Roll!",EXPERT,900
"しゅわりん☆どり〜みん",EXPERT,870
"BLACK SHOUT",EXPERT,900
"えがおのオーケストラっ！",EXPERT,800
"鳥の詩",EXPERT,800
"Red “reduction division” -crossroads version-",EXPERT,900
"First Twinkle",EXPERT,900
"SWEET SHAKE!!",EXPERT,900
"What color...",EXPERT,900
"SAKURA",EXPERT,800
"We Gonna Journey",EXPERT,1040
"Paqqin",EXPERT,1070
"閃鋼のブリューナク",EXPERT,1040
"神威",EXPERT,1200
"Maqrite",EXPERT,970
"Sword of Secret",EXPERT,970
"Everlasting Today",EXPERT,1210
"初音ミクの激唱",EXPERT,1100
"ヒビカセ",EXPERT,900
"グリーンライツ・セレナーデ",EXPERT,900
"Bad Apple!! feat.nomico",EXPERT,800
"ナイト・オブ・ナイツ",EXPERT,970
"幻想のサテライト",EXPERT,1030
"Grip & Break down !!",EXPERT,900
"GAME IS LIFE",EXPERT,970
"ぼくらの16bit戦争",EXPERT,1030
"oboro",EXPERT,900
"GranFatalité",EXPERT,900
"Äventyr",EXPERT,870
"7thSense",EXPERT,1170
"Energy Booster ～ 上海紅茶館",EXPERT,900
"アクアテラリウム",EXPERT,800
"四次元跳躍機関",EXPERT,800
"れみりあ☆デスティニー",EXPERT,900
"sweet little sister",EXPERT,900
"Destiny Runner",EXPERT,1000
"最終鬼畜妹フランドール・Ｓ",EXPERT,1030
"砂の惑星 feat. HATSUNE MIKU",EXPERT,800
"ゴーストルール",EXPERT,970
"ブリキノダンス",EXPERT,900
"今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～",EXPERT,970
"Kattobi KEIKYU Rider",EXPERT,1080
"エンドマークに希望と涙を添えて",EXPERT,1180
"Dazzle hop",EXPERT,1230
"YURUSHITE",EXPERT,1230
"TOMORROW",EXPERT,870
"カミサマネジマキ",EXPERT,1170
"いーあるふぁんくらぶ",EXPERT,800
"幸せになれる隠しコマンドがあるらしい",EXPERT,970
"チュルリラ・チュルリラ・ダッダッダ！",EXPERT,1000
"Red Battle",EXPERT,800
"わたし音頭",EXPERT,800
"連れ去って・閉じ込めて・好きにして",EXPERT,800
"GOODRAGE",EXPERT,1150
"Dragoon",EXPERT,900
"月に叢雲華に風",EXPERT,870
"CiRCLING",EXPERT,870
"Hey-day狂騒曲（カプリチオ）",EXPERT,900
"ゆら・ゆらRing-Dong-Dance",EXPERT,900
"Opera of the wasteland",EXPERT,900
"ゴーカ！ごーかい！？ファントムシーフ！",EXPERT,970
"怒槌",EXPERT,1280
"混沌を越えし我らが神聖なる調律主を讃えよ",EXPERT,1290
"Opfer",EXPERT,1340
"Titania",EXPERT,1320
"God knows...",EXPERT,900
"HARMONIZE",EXPERT,870
"STEP by STEP UP↑↑↑↑",EXPERT,900
"secret base ～君がくれたもの～ (10 years after Ver.)",EXPERT,800
"Link of Destiny",EXPERT,900
"Love is MY RAIL",EXPERT,900
"Link with U",EXPERT,970
"こころここから",EXPERT,870
"ロボットプラネットユートピア",EXPERT,1040
"時の冒険者",EXPERT,970
"Redo",EXPERT,900
"Jump！！ Jump！！ Jump！！",EXPERT,900
"TAKE ON THE WORLD",EXPERT,1020
"Grand symphony",EXPERT,900
"TeA",EXPERT,1000
"流星",EXPERT,870
"fulgente",EXPERT,870
"sister’s noise",EXPERT,900
"超電磁少女Days",EXPERT,800
"ですのっ！White ＆ Black",EXPERT,870
"ヒバナ",EXPERT,970
"ロキ",EXPERT,870
"クイーンオブハート",EXPERT,1070
"Calamity Fortune",EXPERT,1190
"本能的 Survivor",EXPERT,970
"MEGATON BLAST",EXPERT,1310
"アンハッピーリフレイン",EXPERT,1130
"DAYBREAK FRONTLINE",EXPERT,900
"only my railgun",EXPERT,900
"カンペキWill",EXPERT,800
"初音ミクの消失",EXPERT,1170
"炉心融解",EXPERT,900
"星屑ユートピア",EXPERT,1110
"Tell Your World",EXPERT,870
"からくりピエロ",EXPERT,800
"＊ハロー、プラネット。",EXPERT,970
"Cream＋Mint",EXPERT,800
"Kiss Me Kiss",EXPERT,970
"Death Doll",EXPERT,1120
"Chelly spLash♪♪",EXPERT,1090
"オンゲキ全域★アカネサマ？",EXPERT,1080
"Lost Princess",EXPERT,900
"アリサのテーマ",EXPERT,900
"極上スマイル",EXPERT,800
"High Free Spirits",EXPERT,970
"Paradise Lost",EXPERT,900
"Connecting Happy！！",EXPERT,900
"シャルル",EXPERT,870
"メニメニマニマニ",EXPERT,1060
"ネ！コ！",EXPERT,900
"めんどーい！やっほーい！ともだち！",EXPERT,970
"BOUNCE ＆ DANCE",EXPERT,1070
"心　",EXPERT,900
"終わりの先の音節",EXPERT,1100
"Sentimental Snow",EXPERT,800
"エピクロスの虹はもう見えない",EXPERT,900
"進捗どうですか？",EXPERT,970
"東方妖々夢 ～the maximum moving about～",EXPERT,1000
"寒想桜",EXPERT,870
"妖狐仙楽踏",EXPERT,1070
"Necro Fantasia",EXPERT,900
"Colors",EXPERT,800
"櫻結び",EXPERT,900
"Melody！",EXPERT,870
"Scream out！ -音華鏡 Re：BREAK-",EXPERT,1090
"conflict",EXPERT,1140
"UTAKATA",EXPERT,900
"Rule the World！！",EXPERT,1010
"どうぶつ☆パラダイス",EXPERT,800
"Y.Y.Y.計画！！！！",EXPERT,970
"fantastic dreamer",EXPERT,1000
"DreamRiser",EXPERT,970
"Rising Hope",EXPERT,1010
"Hand in Hand",EXPERT,870
"39　",EXPERT,870
"メルト",EXPERT,800
"Starring Stars",EXPERT,900
"Viyella’s Tears",EXPERT,1330
"Garakuta Doll Play",EXPERT,1290
"The wheel to the right",EXPERT,1220
"Aenbharr",EXPERT,1260
"ω4",EXPERT,1340
"チルノのパーフェクトさんすう教室",EXPERT,900
"光線チューニング",EXPERT,1000
"ドーナツホール",EXPERT,1010
"人生リセットボタン",EXPERT,1130
"妄想感傷代償連盟",EXPERT,800
"最強 the サマータイム！！！！！",EXPERT,900
"まっすぐ→→→ストリーム！",EXPERT,900
"徒花ネクロマンシー",EXPERT,900
"ADAMAS",EXPERT,900
"GO！ GO！ MANIAC",EXPERT,1060
"Touch and Go",EXPERT,1110
"Baqeela",EXPERT,1140
"トリドリ⇒モリモリ！Lovely fruits☆",EXPERT,870
"ダンスロボットダンス",EXPERT,1050
"ギガンティックO.T.N",EXPERT,1080
"FREEDOM DiVE （tpz Overcute Remix）",EXPERT,1170
"Lazy Addiction",EXPERT,1160
"夜明けのストリング",EXPERT,800
"Preserved Roses",EXPERT,870
"The Everlasting Guilty Crown",EXPERT,800
"快晴",EXPERT,970
"サマータイムレコード",EXPERT,870
"Desperado Waltz",EXPERT,1230
"Doll’s Destiny",EXPERT,970
"Star Divine",EXPERT,800
"ブレス・ユア・ブレス",EXPERT,870
"METEOR",EXPERT,800
"サドマミホリック",EXPERT,1090
"患部で止まってすぐ溶ける～狂気の優曇華院",EXPERT,1060
"星のダイアローグ",EXPERT,870
"永遠メモリー",EXPERT,900
"Hello，Morning",EXPERT,800
"人類みなセンパイ！",EXPERT,800
"透明声彩",EXPERT,870
"ウサテイ",EXPERT,1100
"全力ハッピーライフ",EXPERT,1050
"レプリカの恋",EXPERT,800
"Help me，ERINNNNNN！！",EXPERT,1000
"銀のめぐり",EXPERT,900
"MAKING！ハイタッチ！",EXPERT,900
"GEOMETRIC DANCE",EXPERT,1200
"インビジブル",EXPERT,1100
"未来の彼方",EXPERT,870
"青春サイダー",EXPERT,1070
"Petit Etoile",EXPERT,970
"Imperishable Night 2006（2016 Refine）",EXPERT,1160
"彗星ハネムーン",EXPERT,870
"メーベル（self cover）",EXPERT,800
"ポケットからぬりつぶせ！",EXPERT,870
"Mini skirt",EXPERT,1220
"HONEY-Q",EXPERT,1180
"ナイト・オブ・ナイツ（Cranky Remix）",EXPERT,1080
"SILENT BLUE",EXPERT,1210
"World Vanquisher",EXPERT,1190
"スタートライン",EXPERT,800
"お願い☆My Boy",EXPERT,800
"星屑☆シーカー",EXPERT,870
"感情アクセラレイション",EXPERT,900
"A Man In The Mirror",EXPERT,1320
"デリヘル呼んだら君が来た",EXPERT,1000
"Girls Talk！！",EXPERT,970
"セカイのヒミツ",EXPERT,870
"ただ君に晴れ",EXPERT,870
"裏表ラバーズ",EXPERT,1160
"LEVEL5-judgelight-",EXPERT,970
"フィクサー",EXPERT,900
"こどものしくみ",EXPERT,1100
"トーキョーゲットー",EXPERT,900
"Let’s Starry Party！",EXPERT,970
"Snow Fairy Story",EXPERT,870
"白い雪のプリンセスは",EXPERT,1000
"ジングルベル",EXPERT,870
"Heart Cooking Recipe",EXPERT,1040
"Honey Bear",EXPERT,1100
"Change Our MIRAI！ （Our 7 Lights）",EXPERT,1100
"ライトスピード・デイズ",EXPERT,1040
"猫祭り",EXPERT,900
"My Soul，Your Beats！",EXPERT,970
"愛言葉Ⅲ",EXPERT,900
"セツナトリップ",EXPERT,1070
"ECHO",EXPERT,970
"ヒトリボッチサテライト",EXPERT,1270
"Good bye，Merry-Go-Round.",EXPERT,1310
"INSIDE IDENTITY",EXPERT,970
"Brave Song",EXPERT,800
"Crow Song",EXPERT,900
"地球最後の告白を",EXPERT,1050
"Radiance",EXPERT,1170
"Duello",EXPERT,1230
"folern",EXPERT,1190
"Doll Judgment",EXPERT,1110
"しゅわスパ大作戦☆",EXPERT,900
"shake it！",EXPERT,800
"おねがいダーリン",EXPERT,970
"BOKUTO",EXPERT,1130
"STARTLINER",ADVANCED,500
"Perfect Shining!!",ADVANCED,600
"君の知らない物語",ADVANCED,500
"シュガーソングとビターステップ",ADVANCED,500
"檄!帝国華撃団",ADVANCED,500
"回レ！雪月花",ADVANCED,600
"ＧＯ！ＧＯ！ラブリズム♥",ADVANCED,600
"みんな Happy!!",ADVANCED,500
"ようこそジャパリパークへ",ADVANCED,600
"ファッとして桃源郷",ADVANCED,600
"かくしん的☆めたまるふぉ～ぜっ!",ADVANCED,500
"脳漿炸裂ガール",ADVANCED,500
"Oshama Scramble!",ADVANCED,700
"Zest of Blue",ADVANCED,700
"This game",ADVANCED,600
"Los! Los! Los!",ADVANCED,600
"SAVIOR OF SONG",ADVANCED,700
"心象蜃気楼",ADVANCED,600
"The Formula",ADVANCED,700
"Here We Go",ADVANCED,500
"Mare Maris",ADVANCED,700
"Hyper Active",ADVANCED,770
"Brain Power",ADVANCED,600
"Halcyon",ADVANCED,770
"Dolphika",ADVANCED,600
"P！P！P！P！がおー!!",ADVANCED,770
"天ノ弱",ADVANCED,500
"おこちゃま戦争",ADVANCED,600
"六兆年と一夜物語",ADVANCED,600
"タテマエと本心の大乱闘",ADVANCED,600
"千本桜",ADVANCED,600
"オモイヨシノ",ADVANCED,500
"天火明命",ADVANCED,600
"Cyberozar",ADVANCED,600
"AMAZING MIGHTYYYY!!!!",ADVANCED,700
"Ai Nov",ADVANCED,770
"キミノヨゾラ哨戒班",ADVANCED,600
"Gate of Doom",ADVANCED,770
"ロッキンピンクモンスター",ADVANCED,700
"木彫り鯰と右肩ゾンビ",ADVANCED,600
"鬼KYOKAN",ADVANCED,600
"ブツメツビーターズ",ADVANCED,700
"ときめきエクスペリエンス！",ADVANCED,600
"That Is How I Roll!",ADVANCED,500
"しゅわりん☆どり〜みん",ADVANCED,600
"BLACK SHOUT",ADVANCED,500
"えがおのオーケストラっ！",ADVANCED,400
"鳥の詩",ADVANCED,500
"Red “reduction division” -crossroads version-",ADVANCED,500
"First Twinkle",ADVANCED,600
"SWEET SHAKE!!",ADVANCED,600
"What color...",ADVANCED,600
"SAKURA",ADVANCED,500
"We Gonna Journey",ADVANCED,700
"Paqqin",ADVANCED,600
"閃鋼のブリューナク",ADVANCED,770
"神威",ADVANCED,800
"Maqrite",ADVANCED,600
"Sword of Secret",ADVANCED,700
"Everlasting Today",ADVANCED,770
"初音ミクの激唱",ADVANCED,770
"ヒビカセ",ADVANCED,600
"グリーンライツ・セレナーデ",ADVANCED,600
"Bad Apple!! feat.nomico",ADVANCED,500
"ナイト・オブ・ナイツ",ADVANCED,700
"幻想のサテライト",ADVANCED,700
"Grip & Break down !!",ADVANCED,600
"GAME IS LIFE",ADVANCED,700
"ぼくらの16bit戦争",ADVANCED,700
"oboro",ADVANCED,600
"GranFatalité",ADVANCED,700
"Äventyr",ADVANCED,500
"7thSense",ADVANCED,770
"Energy Booster ～ 上海紅茶館",ADVANCED,600
"アクアテラリウム",ADVANCED,500
"四次元跳躍機関",ADVANCED,500
"れみりあ☆デスティニー",ADVANCED,600
"sweet little sister",ADVANCED,600
"Destiny Runner",ADVANCED,700
"最終鬼畜妹フランドール・Ｓ",ADVANCED,700
"砂の惑星 feat. HATSUNE MIKU",ADVANCED,500
"ゴーストルール",ADVANCED,600
"ブリキノダンス",ADVANCED,500
"今ぞ♡崇め奉れ☆オマエらよ！！～姫の秘メタル渇望～",ADVANCED,700
"Kattobi KEIKYU Rider",ADVANCED,700
"エンドマークに希望と涙を添えて",ADVANCED,870
"Dazzle hop",ADVANCED,900
"YURUSHITE",ADVANCED,900
"TOMORROW",ADVANCED,500
"カミサマネジマキ",ADVANCED,700
"いーあるふぁんくらぶ",ADVANCED,500
"幸せになれる隠しコマンドがあるらしい",ADVANCED,700
"チュルリラ・チュルリラ・ダッダッダ！",ADVANCED,700
"Red Battle",ADVANCED,600
"わたし音頭",ADVANCED,500
"連れ去って・閉じ込めて・好きにして",ADVANCED,500
"GOODRAGE",ADVANCED,770
"Dragoon",ADVANCED,600
"月に叢雲華に風",ADVANCED,600
"CiRCLING",ADVANCED,600
"Hey-day狂騒曲（カプリチオ）",ADVANCED,600
"ゆら・ゆらRing-Dong-Dance",ADVANCED,600
"Opera of the wasteland",ADVANCED,600
"ゴーカ！ごーかい！？ファントムシーフ！",ADVANCED,700
"怒槌",ADVANCED,870
"混沌を越えし我らが神聖なる調律主を讃えよ",ADVANCED,870
"Opfer",ADVANCED,900
"Titania",ADVANCED,970
"God knows...",ADVANCED,600
"HARMONIZE",ADVANCED,600
"STEP by STEP UP↑↑↑↑",ADVANCED,600
"secret base ～君がくれたもの～ (10 years after Ver.)",ADVANCED,500
"Link of Destiny",ADVANCED,600
"Love is MY RAIL",ADVANCED,700
"Link with U",ADVANCED,700
"こころここから",ADVANCED,500
"ロボットプラネットユートピア",ADVANCED,700
"時の冒険者",ADVANCED,700
"Redo",ADVANCED,600
"Jump！！ Jump！！ Jump！！",ADVANCED,600
"TAKE ON THE WORLD",ADVANCED,700
"Grand symphony",ADVANCED,600
"TeA",ADVANCED,700
"流星",ADVANCED,500
"fulgente",ADVANCED,600
"sister’s noise",ADVANCED,600
"超電磁少女Days",ADVANCED,500
"ですのっ！White ＆ Black",ADVANCED,500
"ヒバナ",ADVANCED,700
"ロキ",ADVANCED,600
"クイーンオブハート",ADVANCED,770
"Calamity Fortune",ADVANCED,800
"本能的 Survivor",ADVANCED,700
"MEGATON BLAST",ADVANCED,900
"アンハッピーリフレイン",ADVANCED,700
"DAYBREAK FRONTLINE",ADVANCED,600
"only my railgun",ADVANCED,600
"カンペキWill",ADVANCED,500
"初音ミクの消失",ADVANCED,800
"炉心融解",ADVANCED,700
"星屑ユートピア",ADVANCED,770
"Tell Your World",ADVANCED,600
"からくりピエロ",ADVANCED,500
"＊ハロー、プラネット。",ADVANCED,600
